Name	Lat	Lon
wpyai	1.326064	1.137105
alidg	6.110235	7.156905
xmtqr	3.387494	4.714309
njjxu	9.419566	3.605011
ithod	2.276625	4.643439
sdydl	6.668006	3.236548
xpctu	5.552720	9.179244
loutv	1.966645	4.561312
btkwv	0.162670	3.400974
nsncu	9.954287	3.995356
pxjcf	3.897483	1.709044
kryqd	6.258975	5.004240
ufbtd	0.124506	4.587977
errio	7.705129	2.571411
cjnjp	0.524964	0.107129
bssts	8.585696	3.064115
ckmtg	0.663014	9.797148
apqgn	7.011873	3.276433
ouetk	2.385156	8.547771
edrxq	0.074783	7.314814
ytwot	3.748889	6.869980
fxvca	8.535149	7.569973
moefm	8.498562	0.244452
xcohn	6.845577	5.327949
jaykb	3.950874	3.615990
hsycr	7.904138	2.342947
mboms	2.506796	4.844559
cltjo	0.570517	1.718366
iyhos	4.517921	8.685341
hevho	9.671038	2.705401
tjggy	5.529727	1.128430
nfvhc	0.347809	8.116877
cljce	7.109156	5.617725
hpngg	1.850352	3.577191
hewsr	4.633792	8.873959
uwaiq	0.156738	0.135072
jlslx	8.455141	4.302282
ulvfq	2.652029	5.554391
jwgyq	2.247609	2.657360
vflke	3.474566	5.562175
wvkoa	6.127345	7.024224
vopbe	2.835925	2.293856
dobub	5.584586	3.388801
kvstd	6.630291	0.143787
pdcol	6.746097	5.307119
hvvih	9.279421	1.646890
lpfdj	0.587463	9.223573
bhqsv	0.635396	3.495605
hgmhd	7.073378	9.101986
cgkjd	3.364903	2.269493
